,region_code,description,dt,region,viz_group_code,median_q,q_pct_delta,median_psf,psf_pct_delta,listings,listings_pct_delta,median_lifetime,median_psf_history,listings_history,median_q_history
0,A,HDB | OTHERS,2024-09-24,City & South West (D01-08),AH0,1138000.0,0.016979445933869464,936.0,0.28483184625943725,13,-0.0714285714285714,21.0,"[{'time': '2024-09-18', 'value': 728.5}
 {'time': '2024-09-19', 'value': 728.5}
 {'time': '2024-09-20', 'value': 738.0}
 {'time': '2024-09-21', 'value': 738.0}
 {'time': '2024-09-22', 'value': 738.0}
 {'time': '2024-09-23', 'value': 827.5}
 {'time': '2024-09-24', 'value': 936.0}]","[{'time': '2024-09-18', 'value': 14} {'time': '2024-09-19', 'value': 14}
 {'time': '2024-09-20', 'value': 13} {'time': '2024-09-21', 'value': 13}
 {'time': '2024-09-22', 'value': 13} {'time': '2024-09-23', 'value': 12}
 {'time': '2024-09-24', 'value': 13}]","[{'time': '2024-09-18', 'value': 1119000.0}
 {'time': '2024-09-19', 'value': 1119000.0}
 {'time': '2024-09-20', 'value': 1100000.0}
 {'time': '2024-09-21', 'value': 1100000.0}
 {'time': '2024-09-22', 'value': 1100000.0}
 {'time': '2024-09-23', 'value': 1119000.0}
 {'time': '2024-09-24', 'value': 1138000.0}]"
1,B,HDB | OTHERS,2024-09-24,Orchard / Holland (D09-10),AH0,1200000.0,-0.07692307692307687,858.0,-0.07642626480086112,1,0.0,21.0,"[{'time': '2024-09-18', 'value': 858.0}
 {'time': '2024-09-19', 'value': 858.0}
 {'time': '2024-09-20', 'value': 858.0}
 {'time': '2024-09-21', 'value': 858.0}
 {'time': '2024-09-22', 'value': 858.0}
 {'time': '2024-09-23', 'value': 858.0}
 {'time': '2024-09-24', 'value': 858.0}]","[{'time': '2024-09-18', 'value': 1} {'time': '2024-09-19', 'value': 1}
 {'time': '2024-09-20', 'value': 1} {'time': '2024-09-21', 'value': 1}
 {'time': '2024-09-22', 'value': 1} {'time': '2024-09-23', 'value': 1}
 {'time': '2024-09-24', 'value': 1}]","[{'time': '2024-09-18', 'value': 1200000.0}
 {'time': '2024-09-19', 'value': 1200000.0}
 {'time': '2024-09-20', 'value': 1200000.0}
 {'time': '2024-09-21', 'value': 1200000.0}
 {'time': '2024-09-22', 'value': 1200000.0}
 {'time': '2024-09-23', 'value': 1200000.0}
 {'time': '2024-09-24', 'value': 1200000.0}]"
2,C,HDB | OTHERS,2024-09-24,"Newton / Bt. Timah (D11, 21)",AH0,1450000.0,0.01754385964912286,929.0,0.020879120879120805,3,-0.25,19.0,"[{'time': '2024-09-18', 'value': 910.0}
 {'time': '2024-09-19', 'value': 910.0}
 {'time': '2024-09-20', 'value': 910.0}
 {'time': '2024-09-21', 'value': 961.0}
 {'time': '2024-09-22', 'value': 961.0}
 {'time': '2024-09-23', 'value': 961.0}
 {'time': '2024-09-24', 'value': 929.0}]","[{'time': '2024-09-18', 'value': 4} {'time': '2024-09-19', 'value': 4}
 {'time': '2024-09-20', 'value': 4} {'time': '2024-09-21', 'value': 3}
 {'time': '2024-09-22', 'value': 3} {'time': '2024-09-23', 'value': 3}
 {'time': '2024-09-24', 'value': 3}]","[{'time': '2024-09-18', 'value': 1425000.0}
 {'time': '2024-09-19', 'value': 1425000.0}
 {'time': '2024-09-20', 'value': 1425000.0}
 {'time': '2024-09-21', 'value': 1500000.0}
 {'time': '2024-09-22', 'value': 1500000.0}
 {'time': '2024-09-23', 'value': 1500000.0}
 {'time': '2024-09-24', 'value': 1450000.0}]"
3,D,HDB | OTHERS,2024-09-24,Balestier / Geylang (D12-14),AH0,1099000.0,0.017592592592592604,719.0,-0.05019815059445176,51,0.0,21.0,"[{'time': '2024-09-18', 'value': 757.0}
 {'time': '2024-09-19', 'value': 733.0}
 {'time': '2024-09-20', 'value': 733.0}
 {'time': '2024-09-21', 'value': 740.5}
 {'time': '2024-09-22', 'value': 733.0}
 {'time': '2024-09-23', 'value': 726.0}
 {'time': '2024-09-24', 'value': 719.0}]","[{'time': '2024-09-18', 'value': 53} {'time': '2024-09-19', 'value': 53}
 {'time': '2024-09-20', 'value': 53} {'time': '2024-09-21', 'value': 54}
 {'time': '2024-09-22', 'value': 51} {'time': '2024-09-23', 'value': 52}
 {'time': '2024-09-24', 'value': 51}]","[{'time': '2024-09-18', 'value': 1080000.0}
 {'time': '2024-09-19', 'value': 1080000.0}
 {'time': '2024-09-20', 'value': 1080000.0}
 {'time': '2024-09-21', 'value': 1089500.0}
 {'time': '2024-09-22', 'value': 1099000.0}
 {'time': '2024-09-23', 'value': 1099000.0}
 {'time': '2024-09-24', 'value': 1099000.0}]"
4,E,HDB | OTHERS,2024-09-24,East Coast (D15-16),AH0,1198000.0,0.07927927927927936,784.0,0.07988980716253447,39,0.11428571428571432,17.0,"[{'time': '2024-09-18', 'value': 726.0}
 {'time': '2024-09-19', 'value': 736.5}
 {'time': '2024-09-20', 'value': 773.5}
 {'time': '2024-09-21', 'value': 762.0}
 {'time': '2024-09-22', 'value': 762.0}
 {'time': '2024-09-23', 'value': 762.0}
 {'time': '2024-09-24', 'value': 784.0}]","[{'time': '2024-09-18', 'value': 35} {'time': '2024-09-19', 'value': 36}
 {'time': '2024-09-20', 'value': 40} {'time': '2024-09-21', 'value': 39}
 {'time': '2024-09-22', 'value': 39} {'time': '2024-09-23', 'value': 39}
 {'time': '2024-09-24', 'value': 39}]","[{'time': '2024-09-18', 'value': 1110000.0}
 {'time': '2024-09-19', 'value': 1130000.0}
 {'time': '2024-09-20', 'value': 1189444.0}
 {'time': '2024-09-21', 'value': 1180000.0}
 {'time': '2024-09-22', 'value': 1180000.0}
 {'time': '2024-09-23', 'value': 1180000.0}
 {'time': '2024-09-24', 'value': 1198000.0}]"
5,F,HDB | OTHERS,2024-09-24,Changi / Pasir Ris (D17-18),AH0,980000.0,0.03157894736842115,617.0,0.00406834825061031,180,0.0714285714285714,20.0,"[{'time': '2024-09-18', 'value': 614.0}
 {'time': '2024-09-19', 'value': 617.0}
 {'time': '2024-09-20', 'value': 617.0}
 {'time': '2024-09-21', 'value': 617.0}
 {'time': '2024-09-22', 'value': 617.0}
 {'time': '2024-09-23', 'value': 617.0}
 {'time': '2024-09-24', 'value': 617.0}]","[{'time': '2024-09-18', 'value': 169} {'time': '2024-09-19', 'value': 177}
 {'time': '2024-09-20', 'value': 177} {'time': '2024-09-21', 'value': 180}
 {'time': '2024-09-22', 'value': 184} {'time': '2024-09-23', 'value': 186}
 {'time': '2024-09-24', 'value': 180}]","[{'time': '2024-09-18', 'value': 950000.0}
 {'time': '2024-09-19', 'value': 960000.0}
 {'time': '2024-09-20', 'value': 960000.0}
 {'time': '2024-09-21', 'value': 962500.0}
 {'time': '2024-09-22', 'value': 969000.0}
 {'time': '2024-09-23', 'value': 980000.0}
 {'time': '2024-09-24', 'value': 980000.0}]"
6,G,HDB | OTHERS,2024-09-24,Serangoon / Thomson (D19-20),AH0,1080000.0,0.02857142857142847,678.0,0.005934718100890191,150,-0.0066225165562914245,18.0,"[{'time': '2024-09-18', 'value': 678.0}
 {'time': '2024-09-19', 'value': 674.0}
 {'time': '2024-09-20', 'value': 668.0}
 {'time': '2024-09-21', 'value': 668.0}
 {'time': '2024-09-22', 'value': 674.0}
 {'time': '2024-09-23', 'value': 678.0}
 {'time': '2024-09-24', 'value': 678.0}]","[{'time': '2024-09-18', 'value': 149} {'time': '2024-09-19', 'value': 149}
 {'time': '2024-09-20', 'value': 148} {'time': '2024-09-21', 'value': 146}
 {'time': '2024-09-22', 'value': 148} {'time': '2024-09-23', 'value': 151}
 {'time': '2024-09-24', 'value': 150}]","[{'time': '2024-09-18', 'value': 1060000.0}
 {'time': '2024-09-19', 'value': 1050000.0}
 {'time': '2024-09-20', 'value': 1049999.5}
 {'time': '2024-09-21', 'value': 1049999.5}
 {'time': '2024-09-22', 'value': 1050000.0}
 {'time': '2024-09-23', 'value': 1080000.0}
 {'time': '2024-09-24', 'value': 1080000.0}]"
7,H,HDB | OTHERS,2024-09-24,West (D22-24),AH0,859444.0,-0.0006465116279069649,557.0,0.0,274,0.02621722846441954,21.0,"[{'time': '2024-09-18', 'value': 557.0}
 {'time': '2024-09-19', 'value': 557.0}
 {'time': '2024-09-20', 'value': 557.0}
 {'time': '2024-09-21', 'value': 557.5}
 {'time': '2024-09-22', 'value': 557.0}
 {'time': '2024-09-23', 'value': 557.0}
 {'time': '2024-09-24', 'value': 557.0}]","[{'time': '2024-09-18', 'value': 269} {'time': '2024-09-19', 'value': 267}
 {'time': '2024-09-20', 'value': 269} {'time': '2024-09-21', 'value': 274}
 {'time': '2024-09-22', 'value': 270} {'time': '2024-09-23', 'value': 273}
 {'time': '2024-09-24', 'value': 274}]","[{'time': '2024-09-18', 'value': 859888.0}
 {'time': '2024-09-19', 'value': 860000.0}
 {'time': '2024-09-20', 'value': 859888.0}
 {'time': '2024-09-21', 'value': 859888.0}
 {'time': '2024-09-22', 'value': 859444.0}
 {'time': '2024-09-23', 'value': 859888.0}
 {'time': '2024-09-24', 'value': 859444.0}]"
8,I,HDB | OTHERS,2024-09-24,North (D25-28),AH0,880000.0,0.0,585.0,0.008620689655172376,191,0.026881720430107503,20.0,"[{'time': '2024-09-18', 'value': 581.0}
 {'time': '2024-09-19', 'value': 582.0}
 {'time': '2024-09-20', 'value': 581.0}
 {'time': '2024-09-21', 'value': 584.0}
 {'time': '2024-09-22', 'value': 584.0}
 {'time': '2024-09-23', 'value': 585.0}
 {'time': '2024-09-24', 'value': 585.0}]","[{'time': '2024-09-18', 'value': 187} {'time': '2024-09-19', 'value': 188}
 {'time': '2024-09-20', 'value': 190} {'time': '2024-09-21', 'value': 193}
 {'time': '2024-09-22', 'value': 190} {'time': '2024-09-23', 'value': 195}
 {'time': '2024-09-24', 'value': 191}]","[{'time': '2024-09-18', 'value': 880000.0}
 {'time': '2024-09-19', 'value': 880000.0}
 {'time': '2024-09-20', 'value': 880000.0}
 {'time': '2024-09-21', 'value': 880000.0}
 {'time': '2024-09-22', 'value': 884000.0}
 {'time': '2024-09-23', 'value': 888000.0}
 {'time': '2024-09-24', 'value': 880000.0}]"
10,A,HDB | 1/2 ROOM,2024-09-24,City & South West (D01-08),AH2,355000.0,0.02898550724637672,736.0,0.0061517429938482415,19,-0.050000000000000044,16.0,"[{'time': '2024-09-18', 'value': 725.0}
 {'time': '2024-09-19', 'value': 725.0}
 {'time': '2024-09-20', 'value': 725.0}
 {'time': '2024-09-21', 'value': 731.5}
 {'time': '2024-09-22', 'value': 736.0}
 {'time': '2024-09-23', 'value': 736.0}
 {'time': '2024-09-24', 'value': 736.0}]","[{'time': '2024-09-18', 'value': 20} {'time': '2024-09-19', 'value': 20}
 {'time': '2024-09-20', 'value': 18} {'time': '2024-09-21', 'value': 18}
 {'time': '2024-09-22', 'value': 19} {'time': '2024-09-23', 'value': 19}
 {'time': '2024-09-24', 'value': 19}]","[{'time': '2024-09-18', 'value': 345000.0}
 {'time': '2024-09-19', 'value': 345000.0}
 {'time': '2024-09-20', 'value': 345000.0}
 {'time': '2024-09-21', 'value': 350000.0}
 {'time': '2024-09-22', 'value': 350000.0}
 {'time': '2024-09-23', 'value': 350000.0}
 {'time': '2024-09-24', 'value': 355000.0}]"
11,B,HDB | 1/2 ROOM,2024-09-24,Orchard / Holland (D09-10),AH2,499999.0,-0.4072329579134558,990.0,-0.08965517241379306,3,0.5,21.0,"[{'time': '2024-09-18', 'value': 1087.5}
 {'time': '2024-09-19', 'value': 1087.5}
 {'time': '2024-09-20', 'value': 990.0}
 {'time': '2024-09-21', 'value': 990.0}
 {'time': '2024-09-22', 'value': 990.0}
 {'time': '2024-09-23', 'value': 990.0}
 {'time': '2024-09-24', 'value': 990.0}]","[{'time': '2024-09-18', 'value': 2} {'time': '2024-09-19', 'value': 2}
 {'time': '2024-09-20', 'value': 3} {'time': '2024-09-21', 'value': 3}
 {'time': '2024-09-22', 'value': 3} {'time': '2024-09-23', 'value': 3}
 {'time': '2024-09-24', 'value': 3}]","[{'time': '2024-09-18', 'value': 843500.0}
 {'time': '2024-09-19', 'value': 843500.0}
 {'time': '2024-09-20', 'value': 499999.0}
 {'time': '2024-09-21', 'value': 499999.0}
 {'time': '2024-09-22', 'value': 499999.0}
 {'time': '2024-09-23', 'value': 499999.0}
 {'time': '2024-09-24', 'value': 499999.0}]"
12,D,HDB | 1/2 ROOM,2024-09-24,Balestier / Geylang (D12-14),AH2,305000.0,-0.016129032258064502,651.0,0.0,6,-0.1428571428571429,9.0,"[{'time': '2024-09-18', 'value': 651.0}
 {'time': '2024-09-19', 'value': 651.0}
 {'time': '2024-09-20', 'value': 651.0}
 {'time': '2024-09-21', 'value': 651.0}
 {'time': '2024-09-22', 'value': 651.0}
 {'time': '2024-09-23', 'value': 651.0}
 {'time': '2024-09-24', 'value': 651.0}]","[{'time': '2024-09-18', 'value': 7} {'time': '2024-09-19', 'value': 7}
 {'time': '2024-09-20', 'value': 7} {'time': '2024-09-21', 'value': 6}
 {'time': '2024-09-22', 'value': 6} {'time': '2024-09-23', 'value': 6}
 {'time': '2024-09-24', 'value': 6}]","[{'time': '2024-09-18', 'value': 310000.0}
 {'time': '2024-09-19', 'value': 310000.0}
 {'time': '2024-09-20', 'value': 310000.0}
 {'time': '2024-09-21', 'value': 305000.0}
 {'time': '2024-09-22', 'value': 305000.0}
 {'time': '2024-09-23', 'value': 305000.0}
 {'time': '2024-09-24', 'value': 305000.0}]"
13,E,HDB | 1/2 ROOM,2024-09-24,East Coast (D15-16),AH2,317500.0,0.007936507936507908,634.0,-0.021604938271604923,4,0.33333333333333326,14.0,"[{'time': '2024-09-18', 'value': 634.0}
 {'time': '2024-09-19', 'value': 634.0}
 {'time': '2024-09-20', 'value': 634.0}
 {'time': '2024-09-21', 'value': 634.0}
 {'time': '2024-09-22', 'value': 634.0}
 {'time': '2024-09-23', 'value': 634.0}
 {'time': '2024-09-24', 'value': 634.0}]","[{'time': '2024-09-18', 'value': 4} {'time': '2024-09-19', 'value': 4}
 {'time': '2024-09-20', 'value': 4} {'time': '2024-09-21', 'value': 4}
 {'time': '2024-09-22', 'value': 4} {'time': '2024-09-23', 'value': 4}
 {'time': '2024-09-24', 'value': 4}]","[{'time': '2024-09-18', 'value': 317500.0}
 {'time': '2024-09-19', 'value': 317500.0}
 {'time': '2024-09-20', 'value': 317500.0}
 {'time': '2024-09-21', 'value': 317500.0}
 {'time': '2024-09-22', 'value': 317500.0}
 {'time': '2024-09-23', 'value': 317500.0}
 {'time': '2024-09-24', 'value': 317500.0}]"
14,G,HDB | 1/2 ROOM,2024-09-24,Serangoon / Thomson (D19-20),AH2,368000.0,-0.02645502645502651,761.0,-0.007822685788787531,31,0.24,9.5,"[{'time': '2024-09-18', 'value': 767.0}
 {'time': '2024-09-19', 'value': 767.0}
 {'time': '2024-09-20', 'value': 769.0}
 {'time': '2024-09-21', 'value': 764.0}
 {'time': '2024-09-22', 'value': 764.0}
 {'time': '2024-09-23', 'value': 767.0}
 {'time': '2024-09-24', 'value': 761.0}]","[{'time': '2024-09-18', 'value': 29} {'time': '2024-09-19', 'value': 30}
 {'time': '2024-09-20', 'value': 32} {'time': '2024-09-21', 'value': 32}
 {'time': '2024-09-22', 'value': 32} {'time': '2024-09-23', 'value': 33}
 {'time': '2024-09-24', 'value': 31}]","[{'time': '2024-09-18', 'value': 378000.0}
 {'time': '2024-09-19', 'value': 381500.0}
 {'time': '2024-09-20', 'value': 381500.0}
 {'time': '2024-09-21', 'value': 377500.0}
 {'time': '2024-09-22', 'value': 376500.0}
 {'time': '2024-09-23', 'value': 385000.0}
 {'time': '2024-09-24', 'value': 368000.0}]"
15,H,HDB | 1/2 ROOM,2024-09-24,West (D22-24),AH2,358000.0,0.02285714285714291,727.0,-0.025469168900804307,11,-0.15384615384615385,7.0,"[{'time': '2024-09-18', 'value': 776.5}
 {'time': '2024-09-19', 'value': 776.5}
 {'time': '2024-09-20', 'value': 791.0}
 {'time': '2024-09-21', 'value': 768.5}
 {'time': '2024-09-22', 'value': 768.5}
 {'time': '2024-09-23', 'value': 768.5}
 {'time': '2024-09-24', 'value': 727.0}]","[{'time': '2024-09-18', 'value': 12} {'time': '2024-09-19', 'value': 12}
 {'time': '2024-09-20', 'value': 11} {'time': '2024-09-21', 'value': 10}
 {'time': '2024-09-22', 'value': 10} {'time': '2024-09-23', 'value': 10}
 {'time': '2024-09-24', 'value': 11}]","[{'time': '2024-09-18', 'value': 371500.0}
 {'time': '2024-09-19', 'value': 371500.0}
 {'time': '2024-09-20', 'value': 360000.0}
 {'time': '2024-09-21', 'value': 359000.0}
 {'time': '2024-09-22', 'value': 359000.0}
 {'time': '2024-09-23', 'value': 359000.0}
 {'time': '2024-09-24', 'value': 358000.0}]"
16,I,HDB | 1/2 ROOM,2024-09-24,North (D25-28),AH2,398000.0,0.02051282051282044,826.0,0.0,29,0.15999999999999992,10.0,"[{'time': '2024-09-18', 'value': 826.0}
 {'time': '2024-09-19', 'value': 826.0}
 {'time': '2024-09-20', 'value': 826.0}
 {'time': '2024-09-21', 'value': 826.0}
 {'time': '2024-09-22', 'value': 826.0}
 {'time': '2024-09-23', 'value': 826.0}
 {'time': '2024-09-24', 'value': 826.0}]","[{'time': '2024-09-18', 'value': 28} {'time': '2024-09-19', 'value': 28}
 {'time': '2024-09-20', 'value': 29} {'time': '2024-09-21', 'value': 29}
 {'time': '2024-09-22', 'value': 28} {'time': '2024-09-23', 'value': 30}
 {'time': '2024-09-24', 'value': 29}]","[{'time': '2024-09-18', 'value': 396500.0}
 {'time': '2024-09-19', 'value': 396500.0}
 {'time': '2024-09-20', 'value': 398000.0}
 {'time': '2024-09-21', 'value': 398000.0}
 {'time': '2024-09-22', 'value': 398000.0}
 {'time': '2024-09-23', 'value': 392500.0}
 {'time': '2024-09-24', 'value': 398000.0}]"
18,A,HDB | 3 ROOM,2024-09-24,City & South West (D01-08),AH3,538888.0,0.0178375805562061,741.0,-0.005369127516778538,223,-0.0304347826086957,19.0,"[{'time': '2024-09-18', 'value': 745.0}
 {'time': '2024-09-19', 'value': 742.0}
 {'time': '2024-09-20', 'value': 752.0}
 {'time': '2024-09-21', 'value': 741.5}
 {'time': '2024-09-22', 'value': 740.5}
 {'time': '2024-09-23', 'value': 740.5}
 {'time': '2024-09-24', 'value': 741.0}]","[{'time': '2024-09-18', 'value': 230} {'time': '2024-09-19', 'value': 227}
 {'time': '2024-09-20', 'value': 230} {'time': '2024-09-21', 'value': 232}
 {'time': '2024-09-22', 'value': 232} {'time': '2024-09-23', 'value': 232}
 {'time': '2024-09-24', 'value': 223}]","[{'time': '2024-09-18', 'value': 534444.0}
 {'time': '2024-09-19', 'value': 538888.0}
 {'time': '2024-09-20', 'value': 540000.0}
 {'time': '2024-09-21', 'value': 539444.0}
 {'time': '2024-09-22', 'value': 534444.0}
 {'time': '2024-09-23', 'value': 534444.0}
 {'time': '2024-09-24', 'value': 538888.0}]"
19,B,HDB | 3 ROOM,2024-09-24,Orchard / Holland (D09-10),AH3,499499.5,0.021705380373418848,713.5,0.044655929721815424,26,-0.10344827586206895,20.0,"[{'time': '2024-09-18', 'value': 683.0}
 {'time': '2024-09-19', 'value': 683.0}
 {'time': '2024-09-20', 'value': 707.0}
 {'time': '2024-09-21', 'value': 707.0}
 {'time': '2024-09-22', 'value': 710.0}
 {'time': '2024-09-23', 'value': 712.0}
 {'time': '2024-09-24', 'value': 713.5}]","[{'time': '2024-09-18', 'value': 29} {'time': '2024-09-19', 'value': 29}
 {'time': '2024-09-20', 'value': 27} {'time': '2024-09-21', 'value': 27}
 {'time': '2024-09-22', 'value': 28} {'time': '2024-09-23', 'value': 30}
 {'time': '2024-09-24', 'value': 26}]","[{'time': '2024-09-18', 'value': 488888.0}
 {'time': '2024-09-19', 'value': 488888.0}
 {'time': '2024-09-20', 'value': 499000.0}
 {'time': '2024-09-21', 'value': 499000.0}
 {'time': '2024-09-22', 'value': 497000.0}
 {'time': '2024-09-23', 'value': 498500.0}
 {'time': '2024-09-24', 'value': 499499.5}]"
20,D,HDB | 3 ROOM,2024-09-24,Balestier / Geylang (D12-14),AH3,438000.0,0.0,611.5,0.0008183306055646877,180,0.040462427745664664,15.0,"[{'time': '2024-09-18', 'value': 611.0}
 {'time': '2024-09-19', 'value': 611.0}
 {'time': '2024-09-20', 'value': 611.5}
 {'time': '2024-09-21', 'value': 612.0}
 {'time': '2024-09-22', 'value': 614.0}
 {'time': '2024-09-23', 'value': 614.0}
 {'time': '2024-09-24', 'value': 611.5}]","[{'time': '2024-09-18', 'value': 172} {'time': '2024-09-19', 'value': 171}
 {'time': '2024-09-20', 'value': 172} {'time': '2024-09-21', 'value': 171}
 {'time': '2024-09-22', 'value': 171} {'time': '2024-09-23', 'value': 177}
 {'time': '2024-09-24', 'value': 180}]","[{'time': '2024-09-18', 'value': 438000.0}
 {'time': '2024-09-19', 'value': 438000.0}
 {'time': '2024-09-20', 'value': 438000.0}
 {'time': '2024-09-21', 'value': 438000.0}
 {'time': '2024-09-22', 'value': 438000.0}
 {'time': '2024-09-23', 'value': 438000.0}
 {'time': '2024-09-24', 'value': 438000.0}]"
21,E,HDB | 3 ROOM,2024-09-24,East Coast (D15-16),AH3,460000.0,0.0,643.0,0.0,73,0.15873015873015883,10.5,"[{'time': '2024-09-18', 'value': 639.5}
 {'time': '2024-09-19', 'value': 643.0}
 {'time': '2024-09-20', 'value': 643.0}
 {'time': '2024-09-21', 'value': 639.5}
 {'time': '2024-09-22', 'value': 636.0}
 {'time': '2024-09-23', 'value': 643.0}
 {'time': '2024-09-24', 'value': 643.0}]","[{'time': '2024-09-18', 'value': 64} {'time': '2024-09-19', 'value': 65}
 {'time': '2024-09-20', 'value': 65} {'time': '2024-09-21', 'value': 64}
 {'time': '2024-09-22', 'value': 67} {'time': '2024-09-23', 'value': 71}
 {'time': '2024-09-24', 'value': 73}]","[{'time': '2024-09-18', 'value': 460000.0}
 {'time': '2024-09-19', 'value': 460000.0}
 {'time': '2024-09-20', 'value': 460000.0}
 {'time': '2024-09-21', 'value': 460000.0}
 {'time': '2024-09-22', 'value': 460000.0}
 {'time': '2024-09-23', 'value': 460000.0}
 {'time': '2024-09-24', 'value': 460000.0}]"
22,F,HDB | 3 ROOM,2024-09-24,Changi / Pasir Ris (D17-18),AH3,505000.0,0.004975124378109541,618.5,-0.008019246190858031,32,0.4545454545454546,7.5,"[{'time': '2024-09-18', 'value': 623.5}
 {'time': '2024-09-19', 'value': 628.5}
 {'time': '2024-09-20', 'value': 626.0}
 {'time': '2024-09-21', 'value': 626.0}
 {'time': '2024-09-22', 'value': 619.0}
 {'time': '2024-09-23', 'value': 619.0}
 {'time': '2024-09-24', 'value': 618.5}]","[{'time': '2024-09-18', 'value': 24} {'time': '2024-09-19', 'value': 24}
 {'time': '2024-09-20', 'value': 29} {'time': '2024-09-21', 'value': 29}
 {'time': '2024-09-22', 'value': 29} {'time': '2024-09-23', 'value': 31}
 {'time': '2024-09-24', 'value': 32}]","[{'time': '2024-09-18', 'value': 502500.0}
 {'time': '2024-09-19', 'value': 510000.0}
 {'time': '2024-09-20', 'value': 510000.0}
 {'time': '2024-09-21', 'value': 510000.0}
 {'time': '2024-09-22', 'value': 510000.0}
 {'time': '2024-09-23', 'value': 510000.0}
 {'time': '2024-09-24', 'value': 505000.0}]"
23,G,HDB | 3 ROOM,2024-09-24,Serangoon / Thomson (D19-20),AH3,465000.0,-0.0064102564102563875,615.0,-0.009661835748792313,187,-0.005319148936170248,12.5,"[{'time': '2024-09-18', 'value': 621.0}
 {'time': '2024-09-19', 'value': 621.0}
 {'time': '2024-09-20', 'value': 621.0}
 {'time': '2024-09-21', 'value': 616.5}
 {'time': '2024-09-22', 'value': 616.0}
 {'time': '2024-09-23', 'value': 615.0}
 {'time': '2024-09-24', 'value': 615.0}]","[{'time': '2024-09-18', 'value': 192} {'time': '2024-09-19', 'value': 190}
 {'time': '2024-09-20', 'value': 193} {'time': '2024-09-21', 'value': 190}
 {'time': '2024-09-22', 'value': 183} {'time': '2024-09-23', 'value': 186}
 {'time': '2024-09-24', 'value': 187}]","[{'time': '2024-09-18', 'value': 466500.0}
 {'time': '2024-09-19', 'value': 468000.0}
 {'time': '2024-09-20', 'value': 468000.0}
 {'time': '2024-09-21', 'value': 468000.0}
 {'time': '2024-09-22', 'value': 468000.0}
 {'time': '2024-09-23', 'value': 468000.0}
 {'time': '2024-09-24', 'value': 465000.0}]"
24,H,HDB | 3 ROOM,2024-09-24,West (D22-24),AH3,428000.0,0.011820330969267046,566.0,0.001769911504424737,129,0.040322580645161255,10.0,"[{'time': '2024-09-18', 'value': 564.0}
 {'time': '2024-09-19', 'value': 565.0}
 {'time': '2024-09-20', 'value': 565.0}
 {'time': '2024-09-21', 'value': 563.0}
 {'time': '2024-09-22', 'value': 565.0}
 {'time': '2024-09-23', 'value': 566.0}
 {'time': '2024-09-24', 'value': 566.0}]","[{'time': '2024-09-18', 'value': 126} {'time': '2024-09-19', 'value': 131}
 {'time': '2024-09-20', 'value': 129} {'time': '2024-09-21', 'value': 127}
 {'time': '2024-09-22', 'value': 123} {'time': '2024-09-23', 'value': 127}
 {'time': '2024-09-24', 'value': 129}]","[{'time': '2024-09-18', 'value': 423000.0}
 {'time': '2024-09-19', 'value': 421000.0}
 {'time': '2024-09-20', 'value': 421000.0}
 {'time': '2024-09-21', 'value': 421000.0}
 {'time': '2024-09-22', 'value': 425000.0}
 {'time': '2024-09-23', 'value': 425000.0}
 {'time': '2024-09-24', 'value': 428000.0}]"
25,I,HDB | 3 ROOM,2024-09-24,North (D25-28),AH3,455000.0,0.01361586854627439,600.0,0.0,123,-0.016000000000000014,13.0,"[{'time': '2024-09-18', 'value': 598.0}
 {'time': '2024-09-19', 'value': 597.0}
 {'time': '2024-09-20', 'value': 598.0}
 {'time': '2024-09-21', 'value': 600.0}
 {'time': '2024-09-22', 'value': 600.0}
 {'time': '2024-09-23', 'value': 602.5}
 {'time': '2024-09-24', 'value': 600.0}]","[{'time': '2024-09-18', 'value': 133} {'time': '2024-09-19', 'value': 132}
 {'time': '2024-09-20', 'value': 127} {'time': '2024-09-21', 'value': 123}
 {'time': '2024-09-22', 'value': 123} {'time': '2024-09-23', 'value': 122}
 {'time': '2024-09-24', 'value': 123}]","[{'time': '2024-09-18', 'value': 448888.0}
 {'time': '2024-09-19', 'value': 444444.0}
 {'time': '2024-09-20', 'value': 448888.0}
 {'time': '2024-09-21', 'value': 448888.0}
 {'time': '2024-09-22', 'value': 455000.0}
 {'time': '2024-09-23', 'value': 456500.0}
 {'time': '2024-09-24', 'value': 455000.0}]"
